Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
A20210102297,02/01/2021,Saturday,Give way or uncontrolled,T or staggered junction,Fatal,51.489778,Darkness - lights lit,Kensington and Chelsea,None,-0.141679,3,1,Metropolitan Police,Wet or damp,Dual carriageway,92,04:50,Rural,Fog or mist,Motorcycle
A20210102298,03/01/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.407838,Daylight,Westminster,None,-0.100854,1,4,Metropolitan Police,Frost or ice,One way street,37,08:45,Suburban,Raining no high winds,Taxi/Private hire car
A20210102299,04/01/2021,Monday,Auto traffic signal,T or staggered junction,Fatal,51.41354,Darkness - lights lit,Hammersmith and Fulham,None,-0.238539,3,4,Metropolitan Police,Wet or damp,Motorway,104,21:50,Rural,Fine no high winds,Car
A20210102300,05/01/2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.471936,Darkness - lights lit,Camden,None,-0.106119,1,3,Metropolitan Police,Frost or ice,Roundabout,45,23:45,Urban,Fine no high winds,Goods vehicle
A20210102301,06/01/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Fatal,51.458943,Darkness - lights lit,Westminster,None,-0.123123,3,4,Metropolitan Police,Snow,Motorway,127,04:00,Rural,Storm,Goods vehicle
A20210102302,07/01/2021,Thursday,Stop sign,Roundabout,Moderate,51.540685,Darkness - lights lit,Hammersmith and Fulham,None,-0.157766,3,2,Metropolitan Police,Snow,Single carriageway,55,01:35,Rural,Raining no high winds,Goods vehicle
A20210102303,08/01/2021,Friday,Auto traffic signal,Roundabout,Slight,51.47218,Darkness - lights lit,Westminster,None,-0.200189,1,3,Metropolitan Police,Snow,One way street,36,23:35,Urban,Fine no high winds,Taxi/Private hire car
A20210102304,09/01/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.497861,Daylight,Kensington and Chelsea,None,-0.148475,1,3,Metropolitan Police,Frost or ice,Roundabout,42,18:35,Rural,Fine no high winds,Goods vehicle
A20210102305,10/01/2021,Sunday,Stop sign,T or staggered junction,Moderate,51.433731,Daylight,Westminster,None,-0.151481,3,2,Metropolitan Police,Dry,Dual carriageway,71,18:05,Urban,Fine no high winds,Taxi/Private hire car
A20210102306,11/01/2021,Monday,Stop sign,Not at junction or within 20 metres,Moderate,51.525268,Daylight,Camden,None,-0.222857,3,3,Metropolitan Police,Snow,Single carriageway,71,10:50,Rural,Raining no high winds,Taxi/Private hire car
A20210102307,12/01/2021,Tuesday,Auto traffic signal,Roundabout,Moderate,51.480669,Darkness - lights lit,Kensington and Chelsea,None,-0.230193,3,2,Metropolitan Police,Frost or ice,One way street,55,21:20,Urban,Fine no high winds,Goods vehicle
A20210102308,13/01/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.421991,Daylight,Westminster,None,-0.246767,1,4,Metropolitan Police,Frost or ice,Single carriageway,55,11:05,Suburban,Raining no high winds,Bus
A20210102309,14/01/2021,Thursday,Stop sign,Not at junction or within 20 metres,Slight,51.408877,Darkness - lights lit,Camden,None,-0.10553,1,4,Metropolitan Police,Frost or ice,Single carriageway,59,20:20,Suburban,Fine no high winds,Goods vehicle
A20210102310,15/01/2021,Friday,Stop sign,Roundabout,Slight,51.433023,Darkness - lights lit,Westminster,None,-0.179535,1,1,Metropolitan Police,Dry,One way street,39,04:50,Urban,Fine no high winds,Bus
A20210102311,16/01/2021,Saturday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.525955,Daylight,Hammersmith and Fulham,None,-0.165356,1,3,Metropolitan Police,Frost or ice,Dual carriageway,84,14:10,Urban,Fine no high winds,Bus
A20210102312,17/01/2021,Sunday,Auto traffic signal,Roundabout,Slight,51.556237,Daylight,Camden,None,-0.208078,1,4,Metropolitan Police,Snow,Roundabout,59,06:15,Suburban,Fine no high winds,Taxi/Private hire car
A20210102313,18/01/2021,Monday,Give way or uncontrolled,Roundabout,Moderate,51.423345,Daylight,Hammersmith and Fulham,None,-0.135277,3,4,Metropolitan Police,Snow,Residential street,58,08:05,Rural,Raining no high winds,Goods vehicle
A20210102314,19/01/2021,Tuesday,Stop sign,Not at junction or within 20 metres,Moderate,51.540367,Darkness - lights lit,Hammersmith and Fulham,None,-0.162193,3,1,Metropolitan Police,Wet or damp,Dual carriageway,78,03:00,Urban,Fine no high winds,Taxi/Private hire car
A20210102315,20/01/2021,Wednesday,Stop sign,Not at junction or within 20 metres,Moderate,51.41241,Daylight,Kensington and Chelsea,None,-0.208008,3,4,Metropolitan Police,Dry,Dual carriageway,78,11:35,Rural,Snowing no high winds,Taxi/Private hire car
A20210102316,21/01/2021,Thursday,Stop sign,T or staggered junction,Slight,51.461496,Darkness - lights lit,Camden,None,-0.126853,1,3,Metropolitan Police,Snow,One way street,38,02:30,Urban,Fine no high winds,Bus
A20210102317,22/01/2021,Friday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.513471,Darkness - lights lit,Westminster,None,-0.236946,1,2,Metropolitan Police,Snow,Residential street,41,03:15,Urban,Fine no high winds,Car
A20210102318,23/01/2021,Saturday,Auto traffic signal,T or staggered junction,Moderate,51.546932,Daylight,Camden,None,-0.126688,3,3,Metropolitan Police,Frost or ice,Motorway,89,07:50,Urban,Snowing no high winds,Car
A20210102319,24/01/2021,Sunday,Give way or uncontrolled,Roundabout,Moderate,51.492494,Daylight,Camden,None,-0.242663,3,2,Metropolitan Police,Snow,One way street,90,07:45,Rural,Fine no high winds,Taxi/Private hire car
A20210102320,25/01/2021,Monday,Stop sign,T or staggered junction,Fatal,51.478017,Darkness - lights lit,Hammersmith and Fulham,None,-0.24922,3,1,Metropolitan Police,Snow,Motorway,85,23:10,Urban,Raining no high winds,Motorcycle
A20210102321,26/01/2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.462731,Daylight,Kensington and Chelsea,None,-0.237523,1,3,Metropolitan Police,Dry,Dual carriageway,57,10:20,Urban,Snowing no high winds,Bus
A20210102322,27/01/2021,Wednesday,Auto traffic signal,Not at junction or within 20 metres,Fatal,51.475751,Daylight,Westminster,None,-0.169469,3,3,Metropolitan Police,Wet or damp,Motorway,114,17:05,Suburban,Raining no high winds,Bus
A20210102323,28/01/2021,Thursday,Stop sign,Not at junction or within 20 metres,Fatal,51.443254,Darkness - lights lit,Kensington and Chelsea,None,-0.213569,3,3,Metropolitan Police,Dry,Motorway,93,03:50,Rural,Fine no high winds,Car
A20210102324,01/01/2021,Friday,Stop sign,T or staggered junction,Moderate,51.445522,Darkness - lights lit,Westminster,None,-0.19405,3,2,Metropolitan Police,Dry,Single carriageway,56,22:30,Urban,Raining no high winds,Car
A20210102325,02/01/2021,Saturday,Stop sign,Not at junction or within 20 metres,Slight,51.448436,Daylight,Camden,None,-0.190266,1,4,Metropolitan Police,Frost or ice,One way street,26,14:20,Suburban,Snowing no high winds,Bus
A20210102326,03/01/2021,Sunday,Give way or uncontrolled,T or staggered junction,Moderate,51.505932,Darkness - lights lit,Hammersmith and Fulham,None,-0.118094,3,3,Metropolitan Police,Dry,Roundabout,71,04:35,Rural,Raining no high winds,Motorcycle
A20210102327,04/01/2021,Monday,Stop sign,T or staggered junction,Slight,51.489559,Darkness - lights lit,Kensington and Chelsea,None,-0.117211,1,1,Metropolitan Police,Wet or damp,Roundabout,32,03:25,Urban,Fine no high winds,Car
A20210102328,05/01/2021,Tuesday,Give way or uncontrolled,Roundabout,Moderate,51.429285,Daylight,Camden,None,-0.110546,3,1,Metropolitan Police,Wet or damp,Single carriageway,88,11:30,Rural,Snowing no high winds,Taxi/Private hire car
A20210102329,06/01/2021,Wednesday,Stop sign,T or staggered junction,Moderate,51.559852,Daylight,Westminster,None,-0.258396,3,2,Metropolitan Police,Snow,Residential street,60,12:10,Suburban,Snowing no high winds,Taxi/Private hire car
A20210102330,07/01/2021,Thursday,Give way or uncontrolled,Roundabout,Moderate,51.475854,Darkness - lights lit,Kensington and Chelsea,None,-0.21025,3,2,Metropolitan Police,Wet or damp,Residential street,67,05:15,Suburban,Storm,Goods vehicle
A20210102331,08/01/2021,Friday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.512128,Daylight,Hammersmith and Fulham,None,-0.182113,3,2,Metropolitan Police,Dry,Roundabout,84,13:55,Rural,Raining no high winds,Car
A20210102332,09/01/2021,Saturday,Stop sign,T or staggered junction,Fatal,51.541195,Darkness - lights lit,Camden,None,-0.123284,3,1,Metropolitan Police,Frost or ice,Motorway,90,22:00,Urban,Fine no high winds,Taxi/Private hire car
A20210102333,10/01/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.469899,Daylight,Westminster,None,-0.165036,1,4,Metropolitan Police,Frost or ice,Residential street,31,11:20,Urban,Raining no high winds,Taxi/Private hire car
A20210102334,11/01/2021,Monday,Stop sign,Not at junction or within 20 metres,Slight,51.430516,Daylight,Hammersmith and Fulham,None,-0.156303,1,2,Metropolitan Police,Frost or ice,Single carriageway,61,17:50,Rural,Fine no high winds,Goods vehicle
A20210102335,12/01/2021,Tuesday,Auto traffic signal,Roundabout,Fatal,51.523724,Darkness - lights lit,Westminster,None,-0.247348,3,3,Metropolitan Police,Wet or damp,Dual carriageway,86,23:00,Rural,Raining no high winds,Car
A20210102336,13/01/2021,Wednesday,Give way or uncontrolled,Roundabout,Slight,51.513137,Daylight,Kensington and Chelsea,None,-0.204611,1,4,Metropolitan Police,Dry,Roundabout,45,18:10,Suburban,Fog or mist,Motorcycle
A20210102337,14/01/2021,Thursday,Stop sign,Roundabout,Slight,51.431651,Daylight,Camden,None,-0.187029,1,4,Metropolitan Police,Frost or ice,Dual carriageway,87,09:45,Urban,Fine no high winds,Taxi/Private hire car
A20210102338,15/01/2021,Friday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.444716,Daylight,Camden,None,-0.215535,1,2,Metropolitan Police,Wet or damp,Residential street,54,10:45,Rural,Fine no high winds,Bus
A20210102339,16/01/2021,Saturday,Give way or uncontrolled,Roundabout,Slight,51.447063,Daylight,Hammersmith and Fulham,None,-0.226693,1,3,Metropolitan Police,Dry,Single carriageway,55,06:55,Rural,Fine no high winds,Car
A20210102340,17/01/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.464304,Darkness - lights lit,Camden,None,-0.142538,1,1,Metropolitan Police,Snow,Single carriageway,34,03:50,Urban,Fine no high winds,Car
A20210102341,18/01/2021,Monday,Stop sign,Roundabout,Moderate,51.534924,Darkness - lights lit,Hammersmith and Fulham,None,-0.12106,3,1,Metropolitan Police,Wet or damp,Dual carriageway,61,04:10,Urban,Raining no high winds,Taxi/Private hire car
A20210102342,19/01/2021,Tuesday,Stop sign,Not at junction or within 20 metres,Slight,51.504615,Daylight,Westminster,None,-0.203471,1,3,Metropolitan Police,Frost or ice,One way street,48,16:05,Urban,Snowing no high winds,Bus
A20210102343,20/01/2021,Wednesday,Auto traffic signal,T or staggered junction,Moderate,51.411253,Darkness - lights lit,Camden,None,-0.162988,3,2,Metropolitan Police,Wet or damp,One way street,58,05:35,Suburban,Storm,Car
A20210102344,21/01/2021,Thursday,Stop sign,Roundabout,Fatal,51.507733,Darkness - lights lit,Kensington and Chelsea,None,-0.25572,3,1,Metropolitan Police,Dry,Dual carriageway,91,05:15,Suburban,Storm,Taxi/Private hire car
A20210102345,22/01/2021,Friday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.424491,Darkness - lights lit,Kensington and Chelsea,None,-0.146972,1,1,Metropolitan Police,Dry,Residential street,61,22:05,Rural,Fine no high winds,Motorcycle
A20210102346,23/01/2021,Saturday,Stop sign,Roundabout,Moderate,51.502645,Darkness - lights lit,Westminster,None,-0.230605,3,1,Metropolitan Police,Snow,Residential street,60,02:30,Urban,Raining no high winds,Goods vehicle
A20210102347,24/01/2021,Sunday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.449822,Darkness - lights lit,Hammersmith and Fulham,None,-0.21907,3,2,Metropolitan Police,Snow,Residential street,68,00:15,Rural,Raining no high winds,Bus
A20210102348,25/01/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.401918,Darkness - lights lit,Camden,None,-0.242316,1,1,Metropolitan Police,Wet or damp,Single carriageway,38,01:00,Urban,Fine no high winds,Bus
A20210102349,26/01/2021,Tuesday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.508954,Daylight,Westminster,None,-0.164513,3,3,Metropolitan Police,Frost or ice,Dual carriageway,91,09:10,Urban,Storm,Motorcycle
A20210102350,27/01/2021,Wednesday,Stop sign,Not at junction or within 20 metres,Slight,51.550551,Darkness - lights lit,Hammersmith and Fulham,None,-0.14555,1,4,Metropolitan Police,Frost or ice,Single carriageway,53,02:55,Urban,Fine no high winds,Motorcycle
A20210102351,28/01/2021,Thursday,Stop sign,T or staggered junction,Moderate,51.420607,Darkness - lights lit,Westminster,None,-0.162965,3,1,Metropolitan Police,Wet or damp,Single carriageway,52,02:15,Urban,Raining no high winds,Goods vehicle
A20210102352,01/01/2021,Friday,Auto traffic signal,Roundabout,Slight,51.418705,Daylight,Camden,None,-0.208946,1,4,Metropolitan Police,Dry,Single carriageway,50,08:40,Urban,Raining no high winds,Motorcycle
A20210102353,02/01/2021,Saturday,Stop sign,Not at junction or within 20 metres,Slight,51.464438,Daylight,Camden,None,-0.143534,1,1,Metropolitan Police,Wet or damp,One way street,36,17:50,Suburban,Fine no high winds,Car
A20210102354,03/01/2021,Sunday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.50201,Daylight,Westminster,None,-0.154132,1,2,Metropolitan Police,Dry,Single carriageway,32,10:45,Urban,Raining no high winds,Bus
A20210102355,04/01/2021,Monday,Stop sign,Roundabout,Slight,51.440266,Daylight,Hammersmith and Fulham,None,-0.223535,1,3,Metropolitan Police,Frost or ice,Roundabout,45,07:45,Suburban,Snowing no high winds,Motorcycle
A20210102356,05/01/2021,Tuesday,Stop sign,Roundabout,Fatal,51.429746,Darkness - lights lit,Camden,None,-0.202553,3,3,Metropolitan Police,Snow,Motorway,87,20:05,Urban,Storm,Taxi/Private hire car
A20210102357,06/01/2021,Wednesday,Auto traffic signal,Roundabout,Moderate,51.474877,Darkness - lights lit,Westminster,None,-0.156905,3,2,Metropolitan Police,Dry,Residential street,85,01:35,Rural,Fine no high winds,Car
A20210102358,07/01/2021,Thursday,Stop sign,Roundabout,Moderate,51.479118,Darkness - lights lit,Kensington and Chelsea,None,-0.102053,3,2,Metropolitan Police,Snow,One way street,47,21:00,Rural,Raining no high winds,Motorcycle
A20210102359,08/01/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.550818,Daylight,Kensington and Chelsea,None,-0.10759,1,3,Metropolitan Police,Frost or ice,Roundabout,20,17:55,Urban,Raining no high winds,Motorcycle
A20210102360,09/01/2021,Saturday,Auto traffic signal,Roundabout,Slight,51.531796,Daylight,Hammersmith and Fulham,None,-0.250513,1,3,Metropolitan Police,Frost or ice,Single carriageway,47,08:10,Urban,Raining no high winds,Motorcycle
A20210102361,10/01/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.425125,Daylight,Hammersmith and Fulham,None,-0.135751,1,3,Metropolitan Police,Snow,Residential street,49,16:35,Urban,Fog or mist,Taxi/Private hire car
A20210102362,11/01/2021,Monday,Stop sign,Roundabout,Moderate,51.505163,Daylight,Camden,None,-0.163885,3,1,Metropolitan Police,Wet or damp,Single carriageway,81,09:30,Rural,Fine no high winds,Car
A20210102363,12/01/2021,Tuesday,Stop sign,Not at junction or within 20 metres,Fatal,51.54936,Darkness - lights lit,Westminster,None,-0.218221,3,2,Metropolitan Police,Snow,Dual carriageway,84,03:35,Urban,Storm,Motorcycle
A20210102364,13/01/2021,Wednesday,Auto traffic signal,Roundabout,Slight,51.43921,Darkness - lights lit,Westminster,None,-0.246602,1,3,Metropolitan Police,Snow,One way street,23,21:15,Urban,Snowing no high winds,Motorcycle
A20210102365,14/01/2021,Thursday,Auto traffic signal,T or staggered junction,Moderate,51.403452,Darkness - lights lit,Camden,None,-0.221275,3,4,Metropolitan Police,Snow,Motorway,80,05:35,Suburban,Fine no high winds,Taxi/Private hire car
A20210102366,15/01/2021,Friday,Stop sign,Roundabout,Moderate,51.433598,Darkness - lights lit,Westminster,None,-0.209568,3,2,Metropolitan Police,Wet or damp,Residential street,48,21:35,Rural,Fine no high winds,Car
A20210102367,16/01/2021,Saturday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.422001,Darkness - lights lit,Hammersmith and Fulham,None,-0.258147,3,1,Metropolitan Police,Wet or damp,One way street,57,02:05,Urban,Fine no high winds,Motorcycle
A20210102368,17/01/2021,Sunday,Give way or uncontrolled,Not at junction or within 20 metres,Fatal,51.538337,Daylight,Hammersmith and Fulham,None,-0.155362,3,2,Metropolitan Police,Snow,Motorway,118,11:10,Rural,Fine no high winds,Taxi/Private hire car
A20210102369,18/01/2021,Monday,Stop sign,Roundabout,Moderate,51.506892,Daylight,Camden,None,-0.216778,3,2,Metropolitan Police,Frost or ice,Single carriageway,63,13:05,Rural,Raining no high winds,Car
A20210102370,19/01/2021,Tuesday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.42036,Daylight,Camden,None,-0.250396,3,1,Metropolitan Police,Snow,Single carriageway,67,06:35,Rural,Snowing no high winds,Goods vehicle
A20210102371,20/01/2021,Wednesday,Stop sign,Roundabout,Moderate,51.494906,Darkness - lights lit,Camden,None,-0.178212,3,2,Metropolitan Police,Snow,Single carriageway,46,01:10,Rural,Snowing no high winds,Taxi/Private hire car
A20210102372,21/01/2021,Thursday,Stop sign,Not at junction or within 20 metres,Slight,51.414085,Daylight,Hammersmith and Fulham,None,-0.130673,1,3,Metropolitan Police,Snow,One way street,59,15:25,Rural,Fine no high winds,Bus
A20210102373,22/01/2021,Friday,Auto traffic signal,Roundabout,Moderate,51.490479,Darkness - lights lit,Camden,None,-0.132908,3,2,Metropolitan Police,Dry,Single carriageway,66,22:35,Suburban,Fine no high winds,Bus
A20210102374,23/01/2021,Saturday,Stop sign,T or staggered junction,Moderate,51.462428,Darkness - lights lit,Hammersmith and Fulham,None,-0.239855,3,4,Metropolitan Police,Snow,One way street,56,00:30,Urban,Fog or mist,Bus
